Date,Open,High,Low,Close,Adjusted_close,Volume
2021-10-18|07:00:00,2852.88,2859.98,2852.88,2857.66,2857.66,141334.00
2021-10-18|08:00:00,2859.21,2859.21,2859.21,2859.21,2859.21,130704.00
2021-10-19|11:00:00,2873.00,2873.00,2873.00,2873.00,2873.00,294.00
2021-10-19|01:00:00,2866.65,2882.14,2861.92,2871.01,2871.01,143220.00
2021-10-19|02:00:00,2872.19,2875.76,2864.12,2871.93,2871.93,104240.00
2021-10-19|03:00:00,2872.37,2876.03,2867.00,2874.72,2874.72,69079.00
2021-10-19|04:00:00,2874.56,2875.35,2866.64,2874.58,2874.58,44522.00
2021-10-19|05:00:00,2874.32,2878.47,2873.58,2878.45,2878.45,50409.00
2021-10-19|06:00:00,2878.54,2878.79,2869.58,2872.79,2872.79,53379.00
2021-10-19|07:00:00,2871.50,2878.43,2870.61,2877.89,2877.89,131590.00
2021-10-19|08:00:00,2876.44,2877.50,2876.44,2877.50,2877.50,110934.00
2021-10-20|01:00:00,2882.00,2885.53,2871.41,2874.82,2874.82,96941.00
2021-10-20|02:00:00,2873.70,2876.72,2853.58,2854.21,2854.21,122088.00
2021-10-20|03:00:00,2855.00,2863.93,2847.08,2861.71,2861.71,105206.00
2021-10-20|04:00:00,2860.46,2860.46,2848.97,2851.70,2851.70,71266.00
2021-10-20|05:00:00,2852.79,2853.53,2838.24,2848.74,2848.74,156464.00
2021-10-20|06:00:00,2848.64,2853.04,2847.92,2848.84,2848.84,62314.00
2021-10-20|07:00:00,2850.10,2852.03,2842.11,2850.56,2850.56,157474.00
2021-10-20|08:00:00,2848.30,2848.30,2838.75,2838.75,2838.75,79035.00
2021-10-20|10:00:00,2848.30,2848.30,2848.30,2848.30,2848.30,7200.00
2021-10-21|12:00:00,2847.19,2847.19,2847.19,2847.19,2847.19,137.00
2021-10-21|01:00:00,2846.00,2846.26,2833.36,2839.93,2839.93,114123.00
2021-10-21|02:00:00,2839.83,2854.90,2838.31,2844.75,2844.75,88024.00
2021-10-21|03:00:00,2845.97,2849.83,2839.70,2843.12,2843.12,58348.00
2021-10-21|04:00:00,2842.76,2844.27,2832.74,2843.64,2843.64,99389.00
2021-10-21|05:00:00,2843.42,2844.86,2839.89,2841.33,2841.33,43743.00
2021-10-21|06:00:00,2841.57,2844.39,2839.70,2841.88,2841.88,40452.00
2021-10-21|07:00:00,2842.68,2856.99,2842.29,2854.35,2854.35,117781.00
2021-10-21|08:00:00,2855.61,2855.61,2753.92,2788.00,2788.00,117181.00
2021-10-21|09:00:00,2789.68,2793.50,2783.40,2788.00,2788.00,3919.00
2021-10-21|10:00:00,2793.35,2798.00,2793.35,2796.50,2796.50,1753.00
2021-10-22|11:00:00,2809.00,2812.00,2806.26,2812.00,2812.00,3113.00
2021-10-22|12:00:00,2810.46,2812.00,2803.00,2803.00,2803.00,6580.00
2021-10-22|01:00:00,2805.00,2831.17,2765.37,2774.00,2774.00,327996.00
2021-10-22|02:00:00,2775.00,2792.00,2769.15,2772.93,2772.93,246820.00
2021-10-22|03:00:00,2773.58,2776.17,2751.00,2759.60,2759.60,206133.00
2021-10-22|04:00:00,2758.82,2768.42,2743.41,2760.37,2760.37,188120.00
2021-10-22|05:00:00,2759.79,2762.32,2754.15,2755.46,2755.46,70356.00
2021-10-22|06:00:00,2755.42,2768.83,2755.27,2766.66,2766.66,66725.00
2021-10-22|07:00:00,2766.00,2777.38,2764.97,2773.10,2773.10,224657.00
2021-10-22|08:00:00,2772.50,2775.48,2769.70,2769.70,2769.70,108827.00
2021-10-22|09:00:00,2769.00,2769.00,2768.00,2768.00,2768.00,314.00
2021-10-22|11:00:00,2766.95,2766.95,2766.95,2766.95,2766.95,400.00
2021-10-25|08:00:00,2773.00,2773.00,2773.00,2773.00,2773.00,137.00
2021-10-25|11:00:00,2773.63,2773.63,2773.63,2773.63,2773.63,568.00
2021-10-25|12:00:00,2770.00,2770.00,2770.00,2770.00,2770.00,457.00
2021-10-25|01:00:00,2767.17,2783.02,2734.97,2767.33,2767.33,173494.00
2021-10-25|02:00:00,2767.17,2776.94,2757.07,2761.84,2761.84,129701.00
2021-10-25|03:00:00,2760.70,2773.66,2756.34,2762.77,2762.77,117345.00
2021-10-25|04:00:00,2763.20,2784.12,2760.73,2781.63,2781.63,81924.00
2021-10-25|05:00:00,2780.03,2782.56,2772.19,2772.19,2772.19,72032.00
2021-10-25|06:00:00,2772.08,2773.16,2765.43,2772.03,2772.03,97901.00
2021-10-25|07:00:00,2772.42,2779.02,2768.10,2773.10,2773.10,170254.00
2021-10-25|08:00:00,2775.46,2804.50,2761.92,2801.21,2801.21,157309.00
2021-10-25|09:00:00,2805.00,2805.00,2798.00,2804.50,2804.50,4155.00
2021-10-25|10:00:00,2803.00,2804.00,2803.00,2804.00,2804.00,781.00
2021-10-25|11:00:00,2801.00,2801.00,2801.00,2801.00,2801.00,283.00
2021-10-26|09:00:00,2809.93,2809.93,2809.93,2809.93,2809.93,173.00
2021-10-26|11:00:00,2815.00,2818.25,2815.00,2818.25,2818.25,1589.00
2021-10-26|12:00:00,2823.21,2825.00,2810.00,2810.00,2810.00,3542.00
2021-10-26|01:00:00,2808.00,2816.79,2789.54,2796.10,2796.10,214126.00
2021-10-26|02:00:00,2797.45,2800.53,2788.44,2796.26,2796.26,172049.00
2021-10-26|03:00:00,2796.45,2800.40,2782.77,2784.63,2784.63,128073.00
2021-10-26|04:00:00,2784.39,2798.93,2780.11,2796.19,2796.19,144638.00
2021-10-26|05:00:00,2796.17,2808.93,2794.95,2800.82,2800.82,131354.00
2021-10-26|06:00:00,2800.52,2803.71,2796.31,2797.78,2797.78,71564.00
2021-10-26|07:00:00,2798.58,2801.98,2792.88,2794.53,2794.53,256176.00
2021-10-26|08:00:00,2793.44,2817.65,2724.00,2747.00,2747.00,211286.00
2021-10-26|09:00:00,2757.00,2779.99,2757.00,2779.99,2779.99,14732.00
2021-10-26|10:00:00,2781.00,2786.00,2781.00,2786.00,2786.00,1790.00
2021-10-26|11:00:00,2780.01,2783.00,2780.01,2783.00,2783.00,288.00
2021-10-27|11:00:00,2780.00,2780.00,2779.98,2780.00,2780.00,1125.00
2021-10-27|12:00:00,2793.00,2793.00,2790.69,2793.00,2793.00,2178.00
2021-10-27|01:00:00,2793.00,2867.13,2790.00,2860.91,2860.91,343138.00
2021-10-27|02:00:00,2860.18,2898.50,2846.84,2890.70,2890.70,388989.00
2021-10-27|03:00:00,2890.89,2939.00,2890.81,2938.87,2938.87,360385.00
2021-10-27|04:00:00,2938.26,2982.36,2938.16,2963.59,2963.59,388283.00
2021-10-27|05:00:00,2965.70,2976.45,2959.01,2968.16,2968.16,177141.00
2021-10-27|06:00:00,2966.29,2975.76,2959.70,2961.71,2961.71,168649.00
2021-10-27|07:00:00,2961.41,2966.77,2926.19,2926.19,2926.19,461473.00
2021-10-27|08:00:00,2928.55,2933.29,2926.90,2927.60,2927.60,228375.00
2021-10-27|09:00:00,2927.44,2930.99,2927.44,2930.99,2930.99,1398.00
2021-10-27|10:00:00,2932.00,2932.88,2932.00,2932.88,2932.88,845.00
2021-10-27|11:00:00,2936.00,2936.00,2932.00,2932.00,2932.00,1427.00
2021-10-28|11:00:00,2934.00,2946.00,2934.00,2946.00,2946.00,4044.00
2021-10-28|12:00:00,2947.83,2947.83,2942.00,2945.00,2945.00,1165.00
2021-10-28|01:00:00,2946.00,2948.49,2908.26,2909.33,2909.33,278585.00
2021-10-28|02:00:00,2909.45,2917.52,2895.27,2910.99,2910.99,273518.00
2021-10-28|03:00:00,2911.77,2939.14,2908.00,2926.84,2926.84,257544.00
2021-10-28|04:00:00,2926.91,2936.92,2924.35,2926.00,2926.00,114563.00
2021-10-28|05:00:00,2927.00,2932.98,2923.19,2926.66,2926.66,83870.00
2021-10-28|06:00:00,2926.48,2930.99,2915.15,2918.43,2918.43,92335.00
2021-10-28|07:00:00,2918.44,2926.93,2914.07,2922.57,2922.57,244972.00
2021-10-28|08:00:00,2922.58,2922.58,2910.00,2922.58,2922.58,206622.00
2021-10-28|09:00:00,2922.58,2922.58,2921.39,2921.59,2921.59,11934.00
2021-10-28|10:00:00,2920.31,2920.31,2920.31,2920.31,2920.31,196.00
2021-10-29|11:00:00,2914.99,2914.99,2914.99,2914.99,2914.99,922.00
2021-10-29|01:00:00,2912.93,2933.27,2903.33,2916.55,2916.55,193207.00
2021-10-29|02:00:00,2915.27,2935.67,2911.91,2935.67,2935.67,166703.00
2021-10-29|03:00:00,2935.70,2962.95,2935.70,2958.67,2958.67,240401.00
2021-10-29|04:00:00,2957.32,2967.74,2954.05,2956.11,2956.11,132225.00
2021-10-29|05:00:00,2955.55,2960.99,2947.04,2950.01,2950.01,97403.00
2021-10-29|06:00:00,2949.53,2956.05,2939.21,2952.96,2952.96,87673.00
2021-10-29|07:00:00,2953.27,2972.26,2952.51,2966.33,2966.33,249176.00
2021-10-29|08:00:00,2965.41,2968.00,2965.41,2965.41,2965.41,241065.00
