Date,Open,High,Low,Close,Adjusted_close,Volume
2021-11-03|03:00:00,1516.70,1528.76,1509.29,1526.70,1526.70,36030.00
2021-11-03|04:00:00,1526.51,1532.99,1521.60,1526.01,1526.01,65385.00
2021-11-03|05:00:00,1526.02,1528.64,1524.26,1524.77,1524.77,46738.00
2021-11-03|06:00:00,1524.96,1544.32,1524.60,1541.41,1541.41,87560.00
2021-11-03|07:00:00,1542.59,1546.70,1528.37,1530.81,1530.81,100537.00
2021-11-03|08:00:00,1531.93,1531.93,1531.93,1531.93,1531.93,18016.00
2021-11-03|09:00:00,1531.93,1531.93,1531.93,1531.93,1531.93,1800.00
2021-11-03|10:00:00,1527.00,1527.00,1527.00,1527.00,1527.00,138.00
2021-11-04|01:00:00,1534.00,1568.72,1524.44,1547.61,1547.61,64202.00
2021-11-04|02:00:00,1549.17,1564.12,1546.65,1555.82,1555.82,45034.00
2021-11-04|03:00:00,1555.74,1558.37,1546.85,1553.99,1553.99,46000.00
2021-11-04|04:00:00,1554.28,1564.99,1549.14,1553.22,1553.22,66882.00
2021-11-04|05:00:00,1552.00,1559.55,1549.58,1557.82,1557.82,43202.00
2021-11-04|06:00:00,1556.29,1561.97,1553.19,1553.90,1553.90,42724.00
2021-11-04|07:00:00,1554.14,1556.56,1548.10,1556.18,1556.18,141926.00
2021-11-04|08:00:00,1556.49,1620.00,1547.00,1615.00,1615.00,39142.00
2021-11-04|09:00:00,1617.00,1623.00,1556.49,1610.00,1610.00,6175.00
2021-11-04|10:00:00,1603.21,1610.00,1603.21,1610.00,1610.00,418.00
2021-11-04|11:00:00,1610.56,1610.56,1602.50,1602.50,1602.50,1228.00
2021-11-05|12:00:00,1640.00,1645.00,1640.00,1645.00,1645.00,1094.00
2021-11-05|01:00:00,1654.06,1705.14,1637.31,1642.94,1642.94,228135.00
2021-11-05|02:00:00,1643.26,1665.62,1605.00,1619.92,1619.92,230932.00
2021-11-05|03:00:00,1622.02,1644.37,1612.91,1644.05,1644.05,84106.00
2021-11-05|04:00:00,1642.60,1648.80,1630.23,1636.26,1636.26,72377.00
2021-11-05|05:00:00,1632.07,1647.52,1632.07,1644.00,1644.00,48977.00
2021-11-05|06:00:00,1643.99,1645.71,1626.63,1633.27,1633.27,57967.00
2021-11-05|07:00:00,1632.91,1633.23,1620.18,1630.01,1630.01,147762.00
2021-11-05|08:00:00,1629.76,1629.76,1629.76,1629.76,1629.76,23744.00
2021-11-05|11:00:00,1626.78,1626.78,1626.78,1626.78,1626.78,159.00
2021-11-08|01:00:00,1649.01,1649.01,1649.01,1649.01,1649.01,111.00
2021-11-08|02:00:00,1638.10,1648.99,1612.30,1615.00,1615.00,70529.00
2021-11-08|03:00:00,1615.02,1625.61,1610.95,1617.55,1617.55,83060.00
2021-11-08|04:00:00,1616.58,1655.38,1616.58,1642.04,1642.04,74011.00
2021-11-08|05:00:00,1642.03,1654.08,1639.70,1649.15,1649.15,48507.00
2021-11-08|06:00:00,1650.67,1655.28,1643.99,1655.27,1655.27,29031.00
2021-11-08|07:00:00,1654.00,1663.67,1653.31,1659.75,1659.75,51077.00
2021-11-08|08:00:00,1658.00,1664.98,1647.86,1652.50,1652.50,115215.00
2021-11-08|09:00:00,1650.00,1650.00,1650.00,1650.00,1650.00,29914.00
2021-11-08|10:00:00,1650.00,1650.00,1650.00,1650.00,1650.00,191.00
2021-11-09|02:00:00,1672.71,1703.58,1660.14,1670.61,1670.61,71798.00
2021-11-09|03:00:00,1670.66,1710.00,1670.01,1695.35,1695.35,105854.00
2021-11-09|04:00:00,1696.50,1702.07,1688.80,1693.00,1693.00,35968.00
